coffee_id,Country_of_Origin,Farm_Name,Lot_Number,Mill,ICO_Number,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Grading_Date,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Expiration,Certification_Body,Certification_Address,Certification_Contact,parsed_expiration,parsed_grading_date
730,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0394,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,May 23 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,,82.33,0.1,Green,2,5,0,May 23 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-05-23,2012-05-23
195,Guatemala,finca medina,11/11711/59,beneficio siembras vision (154),11/11711/59,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,230,69 kg,Asociacion Nacional Del Café,2016,May 23 2016,juan luis alvarado romero,Caturra,,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,,84.25,0.11,Green,0,4,4,May 23 2017,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2017-05-23,2016-05-23
1284,Guatemala,conquista / morito,,beneficio ixchel,11/23/0122,"unex guatemala, s.a.",,oriente,Conquista / Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 9 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,,74.75,0.11,,0,8,0,January 8 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-01-08,2012-01-09
331,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0933,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,July 9 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,,83.67,0.11,Green,0,13,0,July 9 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-07-09,2012-07-09
1175,Guatemala,el papaturro,,beneficio ixchel,11/23/0358,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2013,May 13 2014,juan luis alvarado romero,Bourbon,,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,,79.42,0.1,Green,0,2,0,May 13 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-05-13,2014-05-13
149,Guatemala,el morito,,el morito,11/972/26,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,May 29 2014,juan luis alvarado romero,Pacas,,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,,84.58,0.11,Green,0,1,0,May 29 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-05-29,2014-05-29
247,Guatemala,el papaturro,,beneficio ixchel,11/23/0465,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,June 27 2014,juan luis alvarado romero,Bourbon,,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,,84,0.1,Green,0,0,0,June 27 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-06-27,2014-06-27
570,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISIÓN, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,March 24 2014,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,,82.83,0.1,Green,0,4,0,March 24 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-03-24,2014-03-24
812,Guatemala,el faro,,,11/08/1990,"elfasa, s.a.",,san marcos,PAUL STAUDER,250,1 kg,Asociacion Nacional Del Café,2012,March 26 2012,juan luis alvarado romero,Bourbon,,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,,82,0.11,Green,0,3,0,March 26 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-03-26,2012-03-26
169,Guatemala,nueva granada,,beneficio nueva granada,11/326/06,"transcafe, s.a",,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",250,69 kg,Asociacion Nacional Del Café,2012,February 16 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,,84.5,0.11,Green,0,2,0,February 15 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-02-15,2012-02-16
911,Guatemala,las delicias,11/23/0688,beneficio ixchel,11/23/0688,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,August 23 2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,,81.5,0.1,Green,0,0,0,August 23 2018,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2018-08-23,2017-08-23
1145,Guatemala,la esperanza,11/23/0507,beneficio ixchel,11/23/0507,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Café,2016,June 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,,79.75,0.1,Green,0,1,4,June 22 2018,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2018-06-22,2017-06-22
634,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,11/23/0634,"unex guatemala, s.a.",1219,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,September 8 2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,,82.58,0.1,Green,0,2,1,September 8 2018,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2018-09-08,2017-09-08
215,Guatemala,santo tomas pachuj,11/752/01,beneficio palinsa,11/752/01,cafcom,1565,solola,FERNANDO FAHSEN,377,69 kg,Asociacion Nacional Del Café,2016,June 1 2016,juan luis alvarado romero,Caturra,,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,,84.17,0.1,Green,0,10,1,June 1 2017,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2017-06-01,2016-06-01
747,Guatemala,finca medina,,finca medina,11-11711-19,"siembras vision, s.a. / ing. jorge bolaños",1391,antigua,"SIEMBRAS VISION, S.A.",275,69 kg,Asociacion Nacional Del Café,2012,September 19 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,,82.25,0.11,Green,0,2,0,September 19 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-09-19,2012-09-19
1276,Guatemala,conquista / morito,,beneficio ixchel,11/23/0121,"unex guatemala, s.a.",,oriente,Conquista / Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 6 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,,75.58,0.12,,0,10,0,January 5 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-01-05,2012-01-06
821,Guatemala,las cebollas y anexos,,la conquista,11-973-59,asociación nacional del café - anacafe -,1550,nuevo oriente,OVIDIO CARDONA,275,69 kg,Asociacion Nacional Del Café,2015,April 20 2015,juan luis alvarado romero,Catuai,,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,,81.92,0.11,Green,0,7,0,April 19 2016,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2016-04-19,2015-04-20
547,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISION, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,April 3 2014,juan luis alvarado romero,Bourbon,,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,,82.92,0.1,Green,0,1,0,April 3 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-04-03,2014-04-03
838,Guatemala,chapultepec,11/23/0507,beneficio ixchel,11/23/0507,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,130,69 kg,Asociacion Nacional Del Café,2015,August 2 2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,,81.83,0.1,Green,2,6,0,August 2 2017,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2017-08-02,2016-08-02
328,Guatemala,el sacramento,,beneficio ixchel,11/23/0420,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,February 26 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,,83.67,0.11,Green,0,2,0,February 26 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-02-26,2013-02-26
1059,Guatemala,chiquimulja / alpha cafe / senfro,,beneficio ixchel,11/23/0240,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1 kg,Asociacion Nacional Del Café,2012,January 25 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,,80.67,0.11,Green,0,3,0,January 24 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-01-24,2012-01-25
70,Guatemala,asoperc,,beneficio exportacafe agua santa,11-52-492,exportcafe,1731,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69 kg,Asociacion Nacional Del Café,2013,February 26 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,8,7.83,7.67,8.33,7.83,8,10,10,10,7.83,,85.5,0.11,Green,0,1,0,February 26 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-02-26,2013-02-26
464,Guatemala,finca el morito,,beneficio ixchel,11/23/0465,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,April 26 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,,83.17,0.11,Green,0,2,0,April 26 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-04-26,2013-04-26
420,Guatemala,linda vista,11-973-152,linda vista,11/973/152,mercon guatemala s.a.,2100,nuevo oriente,PABLO CHUY,275,0 kg,Asociacion Nacional Del Café,2016,August 12 2016,juan luis alvarado romero,Pacas,,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,,83.25,0.11,Green,0,7,2,August 12 2017,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2017-08-12,2016-08-12
666,Guatemala,la esperanza y anexos,,beneficio ixchel,11/426/2,"unex guatemala, s.a.",1311,oriente,MARGARITA DE NUYENS,250,69 kg,Asociacion Nacional Del Café,2013,February 26 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,,82.5,0.11,Green,0,0,0,February 26 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-02-26,2013-02-26
1209,Guatemala,la castellana,,beneficio ixchel,11/23/1020,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,July 5 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,,78.75,0.12,Green,1,8,0,July 5 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-07-05,2013-07-05
244,Guatemala,finca los cerros y anexos,,beneficio exportacafe agua santa,11/52/841,exportcafe,1707,huehuetenango,OTONIEL VILLATORO LOPEZ,275,69 kg,Asociacion Nacional Del Café,2015,June 10 2015,juan luis alvarado romero,Caturra,,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,,84,0.12,Green,0,7,0,June 9 2016,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2016-06-09,2015-06-10
1255,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,1219,oriente,VARIOS,275,69 kg,Asociacion Nacional Del Café,2014,April 8 2014,juan luis alvarado romero,Other,,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,,77.33,0.1,Green,1,2,0,April 8 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-04-08,2014-04-08
1182,Guatemala,conquista / morito,,beneficio ixchel,11/23/0122,"unex guatemala, s.a.",,oriente,Conquista/ Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 13 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,,79.33,0.11,Green,0,6,0,January 12 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-01-12,2012-01-13
1310,Guatemala,finca el limon,,beneficio serben,11/853/165,unicafe,1417,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1 kg,Asociacion Nacional Del Café,2012,May 24 2012,juan luis alvarado romero,Catuai,,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,,59.83,0.1,Green,0,4,0,May 24 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-05-24,2012-05-24
1066,Guatemala,finca el naranjal,,beneficio exportacafe agua santa,11-52-121,exportcafe,1384,huehuetenango,BYRON ALONZO SOLIS,275,69 kg,Asociacion Nacional Del Café,2014,January 28 2014,juan luis alvarado romero,Bourbon,,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,,80.58,0.11,Green,0,5,0,January 28 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-01-28,2014-01-28
211,Guatemala,piamonte,11/23/0365,beneficio ixchel,11/23/0365,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,June 1 2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,,84.17,0.13,Green,0,1,0,June 1 2018,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2018-06-01,2017-06-01
1078,Guatemala,barranca de las flores,,beneficio exportacafe agua santa,11/52/492,exportcafe,1859,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,250,1 kg,Asociacion Nacional Del Café,2013,February 13 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,,80.5,0.12,Green,1,1,0,February 13 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-02-13,2013-02-13
889,Guatemala,finca el morito,,beneficio el morito,11/9768/01,finca el morito,1753,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69 kg,Asociacion Nacional Del Café,2012,October 5 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,,81.67,0.11,Green,0,4,0,October 5 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-10-05,2012-10-05
442,Guatemala,beneficio el torreon,11/23/0673,beneficio ixchel,11/23/0673,"unex guatemala, s.a.",1901,oriente,AGROINDUSTRIAS CAFETALERAS,275,69 kg,Asociacion Nacional Del Café,2017,August 24 2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,,83.17,0.1,Green,0,1,0,August 24 2018,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2018-08-24,2017-08-24
246,Guatemala,el papaturro,,beneficio ixchel,11/23/0535,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,August 8 2014,juan luis alvarado romero,Bourbon,,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,,84,0.1,Green,0,1,0,August 8 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-08-08,2014-08-08
582,Guatemala,las delicias,11/23/0632,beneficio ixchel,11/23/0632,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,September 8 2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,,82.75,0.1,Green,0,1,0,September 8 2018,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2018-09-08,2017-09-08
919,Guatemala,various,,las americas,11/951/388,outspan guatemala s.a.,1219,oriente,VARIOS,250,69 kg,Asociacion Nacional Del Café,2014,September 23 2014,juan luis alvarado romero,Other,,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,,81.5,0.12,Green,0,0,0,September 23 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-09-23,2014-09-23
1263,Guatemala,conquista / morito,,beneficio ixchel,11/23/01,asociación nacional del café - anacafe -,,oriente,Conquista/Morito,250,2 kg,Asociacion Nacional Del Café,2012,January 3 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,,76.5,0.12,None,0,4,0,January 2 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-01-02,2012-01-03
677,Guatemala,las merceditas,11/23/0366,beneficio ixchel,11/23/0366,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2016,June 1 2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,,82.42,0.12,Green,0,0,0,June 1 2018,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2018-06-01,2017-06-01
59,Guatemala,finca el limon,,beneficio serben,11-853-155,unicafe,1417,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1 kg,Asociacion Nacional Del Café,2012,June 5 2012,juan luis alvarado romero,Catuai,,Washed / Wet,8,8,7.83,8.33,7.83,7.83,10,10,10,8,,85.83,0.1,Bluish-Green,0,1,0,June 5 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-06-05,2012-06-05
58,Guatemala,valparaiso,,beneficio valparaiso,11/1886/03,sertrasa,1524,acatenango,SERTRASA,150,1 kg,Asociacion Nacional Del Café,2012,July 3 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,8,8,8.17,7.83,8,10,10,10,8,,85.83,0.12,Green,0,3,0,July 3 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-07-03,2012-07-03
1228,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,1219,oriente,VARIOS,275,69 kg,Asociacion Nacional Del Café,2014,February 27 2014,juan luis alvarado romero,Other,,Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,,78.33,0.1,Green,0,2,0,February 27 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-02-27,2014-02-27
873,Guatemala,la esmeralda,11/23/0701,beneficio ixchel,11/23/0701,"unex guatemala, s.a.",1219,santa rosa,JESUS RAMIREZ,80,69 kg,Asociacion Nacional Del Café,2017,June 5 2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,,81.67,0.12,Green,0,3,1,June 5 2018,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2018-06-05,2017-06-05
525,Guatemala,la igualdad,,beneficio la igualdad,11/194/07,"nuevos mercados, s.a.",1372,"la reforma, san marcos","NUEVOS MERCADOS, S.A.",275,1 kg,Asociacion Nacional Del Café,2012,April 27 2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,,83,0.1,Green,0,2,0,April 27 2013,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2013-04-27,2012-04-27
227,Guatemala,la union monte verde,,beneficio ixchel,11/9772/2,"unex guatemala, s.a.",1311,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,May 9 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,,84.17,0.11,Green,0,4,0,May 9 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-05-09,2013-05-09
595,Guatemala,el morito,,el morito,11/972/34,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,June 16 2014,juan luis alvarado romero,Pacas,,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,,82.75,0.13,Green,0,2,0,June 16 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-06-16,2014-06-16
1239,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,1219,oriente,VARIOS,275,69 kg,Asociacion Nacional Del Café,2014,February 7 2014,juan luis alvarado romero,Other,,Washed / Wet,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,,78,0.1,Green,1,2,0,February 7 2015,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2015-02-07,2014-02-07
1161,Guatemala,la castellana,,beneficio ixchel,11/23/0957,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,June 27 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,,79.67,0.11,Green,0,6,0,June 27 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-06-27,2013-06-27
1091,Guatemala,la castellana,,beneficio ixchel,11/23/0795,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,June 6 2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,,80.33,0.11,Green,1,4,0,June 6 2014,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,2014-06-06,2013-06-06
